AccX,AccY,AccZ,GyroX,GyroY,GyroZ
280.00,125.00,-4456.00,36.00,4.00,-42.00
278.00,167.00,-4451.00,41.00,7.00,-35.00
276.00,143.00,-4430.00,40.00,7.00,-25.00
264.00,131.00,-4442.00,43.00,7.00,-30.00
261.00,123.00,-4442.00,33.00,3.00,-30.00
284.00,146.00,-4436.00,25.00,11.00,-16.00
255.00,151.00,-4407.00,51.00,8.00,-25.00
253.00,149.00,-4484.00,41.00,7.00,-21.00
271.00,143.00,-4465.00,28.00,-3.00,-33.00
266.00,157.00,-4450.00,34.00,7.00,-32.00
271.00,154.00,-4466.00,31.00,9.00,-37.00
267.00,158.00,-4462.00,53.00,-3.00,-23.00
252.00,154.00,-4462.00,30.00,8.00,-28.00
235.00,140.00,-4440.00,40.00,8.00,-30.00
256.00,163.00,-4422.00,39.00,10.00,-34.00
257.00,167.00,-4403.00,31.00,4.00,-19.00
236.00,146.00,-4453.00,36.00,10.00,-25.00
260.00,150.00,-4469.00,37.00,9.00,-25.00
233.00,141.00,-4448.00,35.00,7.00,-27.00
253.00,145.00,-4419.00,40.00,-2.00,-33.00
275.00,148.00,-4442.00,37.00,1.00,-29.00
262.00,162.00,-4471.00,32.00,4.00,-30.00
261.00,135.00,-4448.00,39.00,-3.00,-28.00
272.00,145.00,-4430.00,30.00,13.00,-30.00
250.00,168.00,-4453.00,33.00,0.00,-29.00
276.00,156.00,-4451.00,30.00,0.00,-33.00
279.00,144.00,-4436.00,31.00,0.00,-24.00
277.00,128.00,-4464.00,38.00,-1.00,-22.00
247.00,147.00,-4483.00,34.00,-1.00,-25.00
257.00,148.00,-4431.00,37.00,5.00,-27.00
250.00,159.00,-4448.00,35.00,0.00,-30.00
282.00,129.00,-4427.00,35.00,14.00,-35.00
256.00,154.00,-4471.00,36.00,-1.00,-36.00
259.00,141.00,-4467.00,52.00,6.00,-29.00
264.00,139.00,-4461.00,27.00,5.00,-30.00
267.00,143.00,-4422.00,53.00,13.00,-37.00
270.00,124.00,-4453.00,33.00,-2.00,-32.00
269.00,120.00,-4425.00,31.00,9.00,-23.00
227.00,127.00,-4438.00,44.00,0.00,-33.00
244.00,148.00,-4438.00,40.00,7.00,-16.00
255.00,122.00,-4436.00,41.00,2.00,-27.00
274.00,135.00,-4452.00,38.00,5.00,-29.00
279.00,138.00,-4410.00,44.00,15.00,-33.00
258.00,144.00,-4441.00,32.00,14.00,-36.00
233.00,132.00,-4429.00,43.00,5.00,-33.00
257.00,143.00,-4419.00,41.00,5.00,-28.00
264.00,140.00,-4447.00,32.00,5.00,-42.00
267.00,130.00,-4471.00,37.00,2.00,-30.00
271.00,170.00,-4467.00,49.00,2.00,-33.00
262.00,154.00,-4447.00,48.00,1.00,-42.00
279.00,136.00,-4438.00,33.00,1.00,-29.00
274.00,141.00,-4453.00,45.00,3.00,-34.00
269.00,159.00,-4438.00,41.00,3.00,-27.00
242.00,152.00,-4425.00,37.00,1.00,-16.00
235.00,143.00,-4414.00,43.00,6.00,-42.00
258.00,147.00,-4447.00,39.00,1.00,-28.00
271.00,139.00,-4463.00,38.00,7.00,-25.00
286.00,145.00,-4455.00,40.00,-4.00,-22.00
253.00,140.00,-4446.00,34.00,9.00,-27.00
252.00,145.00,-4421.00,35.00,2.00,-31.00
245.00,158.00,-4434.00,39.00,18.00,-33.00
256.00,135.00,-4429.00,38.00,12.00,-38.00
268.00,123.00,-4474.00,48.00,2.00,-45.00
271.00,130.00,-4466.00,47.00,14.00,-37.00
262.00,156.00,-4441.00,41.00,0.00,-24.00
269.00,143.00,-4451.00,38.00,5.00,-26.00
269.00,152.00,-4436.00,40.00,-1.00,-26.00
276.00,160.00,-4463.00,38.00,13.00,-35.00
263.00,146.00,-4447.00,32.00,5.00,-36.00
222.00,150.00,-4417.00,43.00,8.00,-42.00
266.00,164.00,-4415.00,40.00,1.00,-33.00
277.00,141.00,-4439.00,38.00,10.00,-14.00
267.00,129.00,-4452.00,40.00,6.00,-30.00
262.00,187.00,-4453.00,26.00,4.00,-25.00
262.00,155.00,-4462.00,41.00,2.00,-28.00
248.00,160.00,-4464.00,25.00,9.00,-33.00
278.00,160.00,-4414.00,43.00,13.00,-32.00
257.00,151.00,-4429.00,36.00,2.00,-24.00
274.00,160.00,-4462.00,41.00,12.00,-28.00
263.00,136.00,-4458.00,42.00,0.00,-30.00
248.00,153.00,-4438.00,37.00,12.00,-33.00
274.00,144.00,-4430.00,43.00,6.00,-31.00
279.00,148.00,-4453.00,44.00,9.00,-26.00
279.00,140.00,-4472.00,36.00,2.00,-22.00
267.00,158.00,-4432.00,38.00,8.00,-38.00
238.00,149.00,-4436.00,38.00,15.00,-35.00
260.00,155.00,-4441.00,47.00,-6.00,-32.00
257.00,168.00,-4444.00,30.00,11.00,-26.00
276.00,138.00,-4415.00,36.00,-5.00,-30.00
253.00,143.00,-4426.00,32.00,-4.00,-30.00
279.00,151.00,-4449.00,38.00,6.00,-31.00
290.00,141.00,-4465.00,38.00,8.00,-37.00
242.00,149.00,-4442.00,47.00,7.00,-29.00
261.00,168.00,-4473.00,28.00,-1.00,-33.00
263.00,127.00,-4464.00,31.00,6.00,-23.00
245.00,131.00,-4470.00,36.00,6.00,-34.00
262.00,147.00,-4414.00,47.00,9.00,-29.00
270.00,161.00,-4451.00,46.00,5.00,-27.00
264.00,129.00,-4437.00,29.00,5.00,-21.00
271.00,142.00,-4462.00,40.00,16.00,-31.00
271.00,141.00,-4432.00,42.00,6.00,-25.00
249.00,156.00,-4439.00,38.00,8.00,-34.00
244.00,159.00,-4448.00,26.00,5.00,-33.00
270.00,152.00,-4427.00,45.00,9.00,-24.00
279.00,152.00,-4444.00,48.00,-7.00,-25.00
242.00,152.00,-4484.00,32.00,16.00,-27.00
283.00,171.00,-4510.00,24.00,23.00,-28.00
271.00,129.00,-4427.00,41.00,2.00,-28.00
271.00,151.00,-4495.00,42.00,8.00,-28.00
267.00,151.00,-4439.00,23.00,12.00,-32.00
287.00,117.00,-4386.00,21.00,-8.00,-35.00
266.00,151.00,-4414.00,38.00,4.00,-28.00
238.00,136.00,-4433.00,30.00,2.00,-35.00
268.00,142.00,-4436.00,41.00,5.00,-23.00
247.00,120.00,-4452.00,31.00,9.00,-22.00
265.00,142.00,-4446.00,29.00,14.00,-19.00
260.00,147.00,-4430.00,42.00,8.00,-26.00
284.00,125.00,-4456.00,48.00,1.00,-32.00
273.00,125.00,-4439.00,22.00,9.00,-31.00
285.00,134.00,-4452.00,37.00,1.00,-30.00
252.00,148.00,-4453.00,41.00,5.00,-19.00
245.00,142.00,-4454.00,36.00,10.00,-27.00
244.00,158.00,-4446.00,37.00,11.00,-38.00
278.00,162.00,-4435.00,32.00,6.00,-32.00
241.00,135.00,-4447.00,38.00,4.00,-20.00
260.00,153.00,-4438.00,38.00,6.00,-22.00
239.00,139.00,-4450.00,39.00,5.00,-25.00
261.00,150.00,-4434.00,37.00,0.00,-30.00
248.00,112.00,-4452.00,32.00,4.00,-28.00
272.00,160.00,-4436.00,44.00,-3.00,-32.00
241.00,135.00,-4462.00,46.00,5.00,-30.00
283.00,156.00,-4486.00,42.00,6.00,-35.00
280.00,125.00,-4445.00,44.00,-2.00,-26.00
284.00,158.00,-4461.00,47.00,13.00,-25.00
284.00,124.00,-4473.00,36.00,-4.00,-40.00
238.00,146.00,-4413.00,32.00,-4.00,-38.00
294.00,130.00,-4440.00,55.00,16.00,-39.00
268.00,143.00,-4461.00,53.00,6.00,-31.00
279.00,142.00,-4421.00,48.00,1.00,-30.00
267.00,165.00,-4435.00,34.00,13.00,-26.00
257.00,126.00,-4396.00,25.00,7.00,-28.00
274.00,154.00,-4451.00,33.00,26.00,-25.00
263.00,136.00,-4452.00,29.00,13.00,-19.00
273.00,162.00,-4443.00,47.00,25.00,-26.00
267.00,112.00,-4463.00,61.00,24.00,-39.00
258.00,151.00,-4446.00,41.00,8.00,-26.00
259.00,182.00,-4457.00,48.00,21.00,-26.00
285.00,144.00,-4444.00,52.00,14.00,-44.00
264.00,138.00,-4459.00,49.00,17.00,-34.00
262.00,167.00,-4438.00,47.00,43.00,-31.00
159.00,3.00,-4608.00,122.00,42.00,-39.00
66.00,514.00,-3920.00,-88.00,-37.00,-39.00
257.00,233.00,-4528.00,28.00,98.00,-39.00
539.00,96.00,-4207.00,106.00,107.00,-27.00
179.00,123.00,-4524.00,79.00,-30.00,33.00
145.00,136.00,-4416.00,58.00,105.00,-4.00
327.00,75.00,-4420.00,-3.00,120.00,-54.00
291.00,123.00,-4495.00,71.00,26.00,0.00
221.00,147.00,-4501.00,100.00,100.00,-41.00
206.00,96.00,-4654.00,192.00,199.00,-100.00
640.00,-606.00,-5176.00,572.00,687.00,-243.00
846.00,-132.00,-3789.00,-231.00,693.00,-295.00
433.00,436.00,-4801.00,-261.00,1198.00,-400.00
849.00,-158.00,-4826.00,579.00,1398.00,-493.00
693.00,-242.00,-5051.00,66.00,1737.00,-536.00
588.00,-7.00,-4586.00,-153.00,1733.00,-533.00
710.00,125.00,-4613.00,199.00,1968.00,-424.00
633.00,234.00,-4710.00,170.00,1898.00,-550.00
521.00,49.00,-4051.00,49.00,1814.00,-481.00
110.00,307.00,-3769.00,33.00,1383.00,-340.00
196.00,146.00,-3626.00,260.00,915.00,-302.00
-9.00,258.00,-4203.00,225.00,677.00,-333.00
343.00,152.00,-4477.00,3.00,830.00,-405.00
359.00,99.00,-5202.00,48.00,966.00,-318.00
463.00,318.00,-4767.00,238.00,1352.00,-271.00
817.00,109.00,-4914.00,291.00,1679.00,-279.00
822.00,-17.00,-4498.00,144.00,1749.00,-286.00
802.00,-24.00,-4131.00,138.00,1759.00,-193.00
813.00,183.00,-4530.00,178.00,2024.00,-108.00
901.00,317.00,-4520.00,118.00,1910.00,-74.00
554.00,363.00,-4568.00,89.00,2125.00,25.00
460.00,388.00,-4747.00,117.00,2246.00,229.00
316.00,431.00,-4586.00,76.00,1912.00,367.00
387.00,459.00,-4162.00,137.00,2084.00,377.00
410.00,371.00,-4627.00,169.00,2734.00,486.00
501.00,454.00,-4562.00,39.00,3202.00,649.00
623.00,152.00,-4572.00,-27.00,2899.00,927.00
616.00,314.00,-4791.00,177.00,2803.00,967.00
767.00,231.00,-4747.00,-13.00,3086.00,1063.00
738.00,290.00,-4345.00,-191.00,3258.00,1057.00
1052.00,302.00,-4710.00,40.00,3350.00,1282.00
959.00,145.00,-4777.00,193.00,3423.00,1437.00
794.00,289.00,-4221.00,49.00,3378.00,1390.00
685.00,379.00,-4104.00,-187.00,3379.00,1568.00
453.00,-90.00,-3614.00,48.00,3461.00,1711.00
944.00,101.00,-4579.00,-150.00,3610.00,1621.00
851.00,-279.00,-4364.00,191.00,3387.00,1587.00
943.00,55.00,-3968.00,107.00,3210.00,1664.00
1336.00,-50.00,-4932.00,130.00,3851.00,1491.00
1524.00,-18.00,-5082.00,-450.00,3900.00,1315.00
1581.00,262.00,-4265.00,48.00,3362.00,1395.00
1583.00,45.00,-4878.00,-255.00,3035.00,1679.00
1369.00,-168.00,-4273.00,-207.00,3014.00,1401.00
1407.00,-194.00,-4612.00,-383.00,3420.00,1220.00
1121.00,-257.00,-3947.00,21.00,2817.00,1270.00
847.00,-132.00,-3687.00,38.00,2933.00,1194.00
1183.00,-328.00,-4622.00,-219.00,2908.00,1171.00
864.00,199.00,-3794.00,-81.00,2791.00,908.00
1038.00,100.00,-4066.00,-210.00,2908.00,1079.00
1411.00,4.00,-4034.00,63.00,2828.00,850.00
960.00,-111.00,-4329.00,41.00,2655.00,799.00
1386.00,137.00,-4201.00,21.00,2839.00,668.00
1472.00,-325.00,-4304.00,-151.00,2415.00,632.00
1346.00,29.00,-3830.00,2.00,2492.00,496.00
1778.00,-326.00,-4440.00,-92.00,2127.00,438.00
1649.00,-122.00,-3552.00,142.00,1949.00,281.00
1347.00,244.00,-3650.00,25.00,2597.00,-58.00
1610.00,17.00,-4715.00,136.00,2242.00,256.00
1806.00,245.00,-4475.00,-190.00,1578.00,-121.00
1545.00,326.00,-3927.00,-112.00,1722.00,73.00
1567.00,245.00,-4418.00,118.00,1872.00,-73.00
1809.00,-68.00,-4239.00,352.00,1519.00,38.00
1853.00,-31.00,-4067.00,17.00,1285.00,183.00
2060.00,181.00,-3697.00,138.00,1177.00,-102.00
1728.00,-92.00,-4165.00,-103.00,931.00,305.00
1833.00,430.00,-3733.00,232.00,573.00,-70.00
1261.00,-255.00,-3770.00,-278.00,749.00,27.00
1665.00,302.00,-4079.00,192.00,1020.00,-450.00
1638.00,22.00,-4462.00,-388.00,635.00,138.00
1705.00,438.00,-3757.00,361.00,144.00,-137.00
1663.00,-334.00,-4034.00,213.00,461.00,-19.00
1952.00,117.00,-3864.00,-197.00,387.00,-154.00
1483.00,-399.00,-3462.00,314.00,-75.00,-166.00
1536.00,258.00,-3359.00,205.00,233.00,-374.00
1860.00,-278.00,-3988.00,93.00,861.00,-486.00
1828.00,36.00,-4637.00,122.00,197.00,-182.00
1465.00,-29.00,-4211.00,303.00,-457.00,-313.00
1346.00,89.00,-4309.00,306.00,-120.00,-547.00
1251.00,-10.00,-4134.00,49.00,-19.00,-300.00
1011.00,148.00,-4310.00,187.00,-129.00,-691.00
1290.00,-20.00,-4029.00,111.00,-95.00,-637.00
1403.00,155.00,-3875.00,366.00,-241.00,-610.00
1527.00,-2.00,-3659.00,221.00,-128.00,-855.00
1626.00,-35.00,-4274.00,285.00,-181.00,-855.00
1571.00,136.00,-4429.00,329.00,293.00,-882.00
2021.00,222.00,-4101.00,702.00,255.00,-1006.00
1852.00,221.00,-4316.00,291.00,561.00,-941.00
1623.00,357.00,-3437.00,338.00,-101.00,-974.00
1923.00,65.00,-4685.00,556.00,298.00,-778.00
1849.00,178.00,-4173.00,389.00,89.00,-716.00
1660.00,252.00,-4405.00,231.00,265.00,-562.00
1668.00,55.00,-4805.00,259.00,359.00,-660.00
1718.00,152.00,-3811.00,286.00,216.00,-468.00
1393.00,382.00,-4021.00,-26.00,365.00,-336.00
1624.00,291.00,-3907.00,41.00,148.00,-207.00
1889.00,114.00,-4425.00,173.00,389.00,-67.00
1976.00,283.00,-4395.00,8.00,330.00,44.00
1998.00,270.00,-4150.00,-57.00,393.00,91.00
2164.00,354.00,-3893.00,-94.00,484.00,173.00
2024.00,121.00,-4167.00,-58.00,470.00,272.00
1898.00,180.00,-4285.00,-95.00,285.00,429.00
1752.00,338.00,-4267.00,-124.00,405.00,480.00
1639.00,78.00,-3841.00,-113.00,442.00,522.00
1859.00,16.00,-3796.00,-142.00,460.00,632.00
1964.00,335.00,-4386.00,-443.00,656.00,730.00
2311.00,-4.00,-4179.00,-265.00,358.00,772.00
1892.00,66.00,-3920.00,-439.00,664.00,864.00
1527.00,236.00,-3730.00,-231.00,336.00,1060.00
1762.00,17.00,-4249.00,-329.00,446.00,1026.00
2068.00,-72.00,-4248.00,-381.00,366.00,1089.00
1998.00,-1.00,-3733.00,-300.00,302.00,1169.00
1802.00,-198.00,-4219.00,-306.00,613.00,1173.00
1867.00,159.00,-3740.00,-395.00,82.00,1220.00
1894.00,49.00,-4336.00,-584.00,247.00,1176.00
1443.00,54.00,-4175.00,-359.00,226.00,1109.00
1580.00,106.00,-3889.00,-551.00,106.00,1024.00
1454.00,172.00,-4208.00,-417.00,112.00,1032.00
1307.00,159.00,-4175.00,-518.00,73.00,1001.00
1708.00,113.00,-3881.00,-525.00,-520.00,869.00
1766.00,-132.00,-4503.00,-452.00,-199.00,824.00
1701.00,-203.00,-3992.00,-233.00,-376.00,632.00
1452.00,-295.00,-3764.00,-133.00,-333.00,389.00
1786.00,-202.00,-4022.00,-178.00,-332.00,244.00
1601.00,-61.00,-4128.00,-42.00,-658.00,162.00
1592.00,14.00,-4258.00,-25.00,-702.00,30.00
1680.00,10.00,-4123.00,-11.00,-747.00,-241.00
1586.00,-58.00,-3847.00,9.00,-810.00,-302.00
1713.00,37.00,-4158.00,164.00,-791.00,-373.00
1764.00,127.00,-4192.00,290.00,-841.00,-393.00
1687.00,244.00,-4197.00,191.00,-791.00,-505.00
1802.00,134.00,-4005.00,149.00,-822.00,-490.00
1740.00,74.00,-4103.00,57.00,-840.00,-387.00
1636.00,40.00,-4226.00,129.00,-873.00,-257.00
1719.00,139.00,-4060.00,81.00,-975.00,-164.00
1608.00,155.00,-4189.00,94.00,-897.00,-351.00
1462.00,31.00,-4392.00,22.00,-866.00,-218.00
1366.00,96.00,-4494.00,54.00,-798.00,-211.00
1198.00,97.00,-4658.00,26.00,-447.00,-146.00
1368.00,186.00,-4504.00,4.00,-159.00,-85.00
1611.00,185.00,-4242.00,85.00,-40.00,-103.00
1605.00,186.00,-4404.00,68.00,192.00,-22.00
1813.00,149.00,-4164.00,60.00,105.00,-9.00
1785.00,128.00,-4070.00,8.00,61.00,77.00
1761.00,45.00,-3974.00,-35.00,-3.00,137.00
1753.00,53.00,-4040.00,-36.00,-105.00,129.00
1775.00,37.00,-3953.00,15.00,-231.00,41.00
1738.00,35.00,-4098.00,26.00,-276.00,-31.00
1850.00,58.00,-3941.00,34.00,-458.00,-11.00
1646.00,-30.00,-3888.00,6.00,-588.00,-47.00
1535.00,-10.00,-4133.00,5.00,-558.00,-34.00
1563.00,92.00,-4190.00,35.00,-709.00,-69.00
1541.00,20.00,-4113.00,2.00,-753.00,-172.00
1400.00,12.00,-4240.00,-43.00,-985.00,-140.00
1338.00,29.00,-4018.00,39.00,-995.00,-125.00
1334.00,148.00,-4287.00,43.00,-1021.00,-59.00
1674.00,47.00,-4382.00,64.00,-887.00,-66.00
1486.00,79.00,-4342.00,-121.00,-869.00,-139.00
1421.00,-440.00,-5178.00,29.00,-353.00,-312.00
1864.00,582.00,-3742.00,500.00,-433.00,237.00
1540.00,51.00,-4895.00,514.00,255.00,-25.00
1942.00,213.00,-3809.00,-172.00,48.00,-41.00
1800.00,-36.00,-4218.00,-80.00,-15.00,-193.00
1875.00,159.00,-4071.00,-16.00,-84.00,19.00
1634.00,130.00,-4164.00,112.00,-220.00,36.00
1534.00,174.00,-4223.00,-84.00,-58.00,111.00
1675.00,61.00,-4104.00,-47.00,-133.00,-45.00
1582.00,34.00,-4135.00,-66.00,-149.00,2.00
1543.00,57.00,-4210.00,30.00,-100.00,-65.00
1527.00,112.00,-4264.00,-23.00,-92.00,12.00
1594.00,153.00,-4181.00,4.00,-113.00,-9.00
1671.00,71.00,-4116.00,22.00,-113.00,-23.00
1589.00,-14.00,-4261.00,102.00,-27.00,10.00
1582.00,89.00,-4258.00,33.00,-25.00,68.00
1633.00,42.00,-4153.00,-44.00,20.00,-87.00
1608.00,50.00,-4207.00,40.00,19.00,-9.00
1572.00,93.00,-4199.00,34.00,-3.00,29.00
1686.00,184.00,-4276.00,-5.00,75.00,45.00
1772.00,150.00,-4168.00,18.00,-10.00,8.00
1704.00,138.00,-4079.00,11.00,-56.00,79.00
1633.00,159.00,-4200.00,-37.00,7.00,119.00
1711.00,150.00,-4086.00,-41.00,-5.00,130.00
1564.00,58.00,-4224.00,-16.00,-40.00,116.00
1525.00,-112.00,-4233.00,52.00,-63.00,87.00
1452.00,-23.00,-4268.00,33.00,42.00,60.00
1480.00,12.00,-4292.00,7.00,-55.00,-11.00
1447.00,12.00,-4227.00,30.00,-72.00,-43.00
1616.00,151.00,-4128.00,42.00,3.00,-93.00
1653.00,115.00,-4176.00,50.00,26.00,-63.00
1506.00,27.00,-4249.00,38.00,-13.00,-2.00
1583.00,96.00,-4193.00,28.00,68.00,-31.00
1608.00,83.00,-4234.00,59.00,54.00,-82.00
1566.00,28.00,-4253.00,62.00,34.00,-31.00
1563.00,109.00,-4191.00,68.00,6.00,-36.00
1554.00,135.00,-4144.00,13.00,-80.00,-41.00
1614.00,160.00,-4201.00,44.00,14.00,-3.00
1564.00,40.00,-4208.00,58.00,1.00,-33.00
1575.00,62.00,-4173.00,38.00,-38.00,3.00
1580.00,101.00,-4163.00,46.00,34.00,-49.00
1574.00,83.00,-4258.00,32.00,12.00,-43.00
1582.00,102.00,-4210.00,35.00,-14.00,-7.00
1577.00,116.00,-4144.00,60.00,13.00,-56.00
1596.00,73.00,-4162.00,37.00,8.00,-54.00
1586.00,64.00,-4230.00,34.00,-11.00,-41.00
1562.00,61.00,-4137.00,47.00,-6.00,-27.00
1617.00,92.00,-4220.00,42.00,19.00,-34.00
1592.00,100.00,-4179.00,38.00,-14.00,-27.00
1585.00,92.00,-4178.00,39.00,-2.00,-39.00
1545.00,100.00,-4170.00,31.00,14.00,-31.00
1588.00,103.00,-4176.00,43.00,12.00,-13.00
1593.00,97.00,-4190.00,41.00,10.00,-21.00
1578.00,79.00,-4187.00,19.00,9.00,-48.00
1606.00,62.00,-4148.00,37.00,11.00,-31.00
1580.00,113.00,-4218.00,40.00,6.00,-16.00
1576.00,95.00,-4184.00,36.00,3.00,-15.00
1562.00,91.00,-4142.00,39.00,8.00,-35.00
1594.00,83.00,-4202.00,30.00,9.00,-27.00
1613.00,81.00,-4178.00,39.00,3.00,-31.00
1576.00,67.00,-4197.00,33.00,-3.00,-25.00
1592.00,73.00,-4204.00,26.00,1.00,-29.00
1593.00,77.00,-4203.00,34.00,-1.00,-33.00
1587.00,79.00,-4175.00,36.00,-2.00,-33.00
1581.00,89.00,-4202.00,42.00,-2.00,-32.00
1555.00,55.00,-4198.00,34.00,14.00,-25.00
1581.00,92.00,-4186.00,37.00,0.00,-35.00
1590.00,80.00,-4209.00,41.00,-5.00,-33.00
1596.00,84.00,-4182.00,37.00,9.00,-23.00
1587.00,118.00,-4198.00,36.00,20.00,-25.00
1596.00,73.00,-4173.00,37.00,6.00,-20.00
1602.00,102.00,-4208.00,42.00,9.00,-26.00
1573.00,112.00,-4212.00,40.00,5.00,-19.00
1588.00,92.00,-4206.00,40.00,11.00,-34.00
1565.00,93.00,-4179.00,42.00,4.00,-23.00
1591.00,98.00,-4217.00,30.00,9.00,-21.00
1566.00,74.00,-4199.00,27.00,-3.00,-31.00
1592.00,61.00,-4171.00,32.00,0.00,-32.00
1590.00,85.00,-4164.00,30.00,4.00,-27.00
1586.00,86.00,-4187.00,31.00,3.00,-29.00
1570.00,83.00,-4195.00,38.00,0.00,-38.00
1587.00,97.00,-4219.00,37.00,-5.00,-30.00
1587.00,72.00,-4222.00,38.00,-1.00,-35.00
1552.00,94.00,-4189.00,36.00,0.00,-29.00
1586.00,82.00,-4169.00,42.00,-2.00,-35.00
1564.00,71.00,-4188.00,37.00,8.00,-26.00
1593.00,85.00,-4192.00,41.00,6.00,-36.00
1588.00,107.00,-4222.00,35.00,6.00,-32.00
1597.00,99.00,-4175.00,27.00,15.00,-30.00
1586.00,55.00,-4179.00,37.00,6.00,-28.00
1592.00,74.00,-4179.00,34.00,13.00,-33.00
1568.00,85.00,-4152.00,32.00,-2.00,-24.00
1602.00,86.00,-4176.00,42.00,2.00,-34.00
1599.00,81.00,-4171.00,37.00,4.00,-20.00
1588.00,100.00,-4165.00,36.00,-4.00,-39.00
1593.00,74.00,-4213.00,33.00,2.00,-32.00
1581.00,97.00,-4205.00,34.00,6.00,-36.00
1551.00,96.00,-4182.00,26.00,-4.00,-29.00
1561.00,105.00,-4194.00,29.00,-6.00,-37.00
1594.00,76.00,-4184.00,36.00,2.00,-34.00
1581.00,95.00,-4171.00,41.00,12.00,-43.00
1590.00,66.00,-4185.00,32.00,-1.00,-40.00
1587.00,111.00,-4195.00,52.00,10.00,-38.00
1573.00,85.00,-4212.00,44.00,11.00,-33.00
1583.00,65.00,-4197.00,41.00,7.00,-25.00
1571.00,87.00,-4200.00,31.00,15.00,-26.00
1598.00,66.00,-4209.00,41.00,10.00,-23.00
1573.00,89.00,-4173.00,34.00,6.00,-24.00
1567.00,108.00,-4214.00,39.00,4.00,-29.00
1587.00,92.00,-4178.00,36.00,6.00,-39.00
1602.00,78.00,-4195.00,25.00,5.00,-26.00
1568.00,88.00,-4210.00,31.00,5.00,-26.00
1588.00,91.00,-4185.00,32.00,2.00,-34.00
1574.00,95.00,-4178.00,23.00,5.00,-38.00
1557.00,98.00,-4198.00,33.00,1.00,-28.00
1565.00,84.00,-4185.00,29.00,5.00,-37.00
1577.00,64.00,-4179.00,50.00,7.00,-30.00
1595.00,87.00,-4177.00,40.00,10.00,-28.00
1569.00,86.00,-4201.00,37.00,6.00,-33.00
1573.00,87.00,-4213.00,33.00,2.00,-28.00
1572.00,95.00,-4207.00,32.00,3.00,-33.00
1587.00,90.00,-4205.00,40.00,0.00,-16.00
1563.00,90.00,-4189.00,45.00,7.00,-25.00
1583.00,77.00,-4189.00,41.00,-3.00,-31.00
1619.00,72.00,-4195.00,35.00,14.00,-20.00
1563.00,83.00,-4202.00,39.00,-6.00,-29.00
1572.00,84.00,-4218.00,45.00,8.00,-38.00
1561.00,96.00,-4223.00,33.00,6.00,-32.00
1588.00,88.00,-4218.00,40.00,3.00,-22.00
1578.00,79.00,-4182.00,39.00,2.00,-37.00
1582.00,86.00,-4205.00,39.00,-1.00,-36.00
1570.00,72.00,-4186.00,30.00,7.00,-34.00
1566.00,77.00,-4214.00,39.00,6.00,-25.00
1578.00,118.00,-4163.00,28.00,2.00,-40.00
1564.00,106.00,-4179.00,34.00,-1.00,-29.00
1569.00,89.00,-4159.00,39.00,6.00,-21.00
1582.00,88.00,-4182.00,36.00,-4.00,-37.00
1603.00,60.00,-4185.00,38.00,4.00,-31.00
1582.00,68.00,-4211.00,36.00,4.00,-30.00
1601.00,79.00,-4188.00,55.00,-4.00,-24.00
1581.00,79.00,-4193.00,39.00,1.00,-29.00
1585.00,90.00,-4176.00,39.00,17.00,-33.00
1573.00,84.00,-4166.00,35.00,6.00,-32.00
1587.00,71.00,-4202.00,34.00,13.00,-30.00
1562.00,69.00,-4216.00,35.00,4.00,-34.00
1575.00,73.00,-4178.00,34.00,9.00,-24.00
1574.00,84.00,-4192.00,28.00,7.00,-30.00
1588.00,82.00,-4198.00,40.00,1.00,-33.00
1597.00,62.00,-4194.00,47.00,10.00,-32.00
1572.00,100.00,-4193.00,47.00,8.00,-34.00
1578.00,65.00,-4202.00,37.00,1.00,-32.00
1583.00,88.00,-4217.00,23.00,6.00,-26.00
1586.00,95.00,-4166.00,38.00,4.00,-24.00
1569.00,70.00,-4191.00,33.00,4.00,-33.00
1593.00,79.00,-4200.00,32.00,1.00,-29.00
1602.00,97.00,-4195.00,37.00,8.00,-29.00
1591.00,78.00,-4219.00,43.00,1.00,-24.00
1562.00,75.00,-4185.00,36.00,0.00,-29.00
1560.00,88.00,-4170.00,37.00,1.00,-31.00
1574.00,112.00,-4189.00,29.00,4.00,-23.00
1556.00,102.00,-4212.00,41.00,7.00,-39.00
1574.00,99.00,-4174.00,32.00,11.00,-31.00
1584.00,89.00,-4178.00,45.00,-4.00,-22.00
1578.00,86.00,-4185.00,37.00,-5.00,-37.00
1556.00,92.00,-4197.00,39.00,10.00,-37.00
1604.00,95.00,-4212.00,40.00,16.00,-35.00
1582.00,85.00,-4185.00,26.00,11.00,-33.00
1591.00,88.00,-4198.00,38.00,0.00,-20.00
1595.00,86.00,-4203.00,38.00,4.00,-32.00
1591.00,85.00,-4208.00,41.00,10.00,-23.00
1579.00,86.00,-4224.00,36.00,4.00,-28.00
1577.00,84.00,-4185.00,47.00,6.00,-25.00
1585.00,83.00,-4190.00,36.00,11.00,-45.00
1561.00,67.00,-4186.00,33.00,-2.00,-33.00
1592.00,86.00,-4213.00,53.00,11.00,-27.00
1607.00,68.00,-4212.00,36.00,-1.00,-37.00
1568.00,82.00,-4189.00,36.00,0.00,-26.00
1585.00,64.00,-4199.00,43.00,13.00,-29.00
1597.00,104.00,-4194.00,33.00,7.00,-32.00
1584.00,79.00,-4186.00,37.00,1.00,-24.00
