AccX,AccY,AccZ,GyroX,GyroY,GyroZ
288.00,138.00,-4454.00,37.00,18.00,-34.00
260.00,124.00,-4458.00,31.00,3.00,-37.00
255.00,147.00,-4455.00,48.00,15.00,-37.00
276.00,150.00,-4426.00,33.00,1.00,-38.00
259.00,147.00,-4473.00,37.00,5.00,-30.00
260.00,149.00,-4467.00,38.00,18.00,-30.00
262.00,140.00,-4414.00,40.00,17.00,-23.00
276.00,153.00,-4474.00,25.00,18.00,-28.00
235.00,162.00,-4444.00,47.00,-3.00,-31.00
269.00,148.00,-4452.00,32.00,6.00,-17.00
257.00,134.00,-4446.00,40.00,-3.00,-31.00
258.00,159.00,-4426.00,48.00,-2.00,-38.00
240.00,157.00,-4443.00,36.00,4.00,-29.00
268.00,142.00,-4429.00,36.00,18.00,-21.00
254.00,149.00,-4435.00,41.00,10.00,-42.00
252.00,139.00,-4432.00,31.00,1.00,-26.00
266.00,124.00,-4409.00,43.00,1.00,-30.00
262.00,128.00,-4456.00,27.00,1.00,-37.00
264.00,127.00,-4435.00,38.00,3.00,-29.00
267.00,163.00,-4438.00,27.00,4.00,-30.00
250.00,143.00,-4440.00,39.00,-2.00,-45.00
263.00,147.00,-4487.00,36.00,10.00,-37.00
245.00,142.00,-4444.00,47.00,7.00,-30.00
271.00,136.00,-4419.00,38.00,6.00,-22.00
248.00,133.00,-4455.00,38.00,10.00,-21.00
279.00,138.00,-4387.00,35.00,12.00,-32.00
265.00,159.00,-4442.00,43.00,8.00,-28.00
282.00,163.00,-4442.00,34.00,2.00,-30.00
233.00,143.00,-4440.00,44.00,11.00,-22.00
243.00,173.00,-4436.00,32.00,2.00,-28.00
259.00,131.00,-4421.00,36.00,-4.00,-32.00
272.00,148.00,-4425.00,32.00,12.00,-28.00
289.00,164.00,-4436.00,32.00,7.00,-22.00
270.00,154.00,-4424.00,37.00,0.00,-33.00
261.00,154.00,-4491.00,32.00,5.00,-21.00
267.00,148.00,-4442.00,46.00,2.00,-40.00
268.00,132.00,-4418.00,43.00,-1.00,-33.00
288.00,130.00,-4454.00,38.00,11.00,-33.00
269.00,133.00,-4429.00,43.00,8.00,-28.00
263.00,140.00,-4412.00,43.00,4.00,-20.00
255.00,118.00,-4449.00,40.00,-4.00,-20.00
259.00,138.00,-4457.00,43.00,3.00,-28.00
267.00,146.00,-4454.00,31.00,6.00,-33.00
266.00,142.00,-4430.00,39.00,3.00,-42.00
286.00,163.00,-4471.00,39.00,5.00,-25.00
246.00,144.00,-4437.00,38.00,6.00,-26.00
260.00,138.00,-4438.00,24.00,6.00,-27.00
281.00,138.00,-4480.00,45.00,0.00,-33.00
257.00,144.00,-4473.00,33.00,-3.00,-27.00
254.00,144.00,-4427.00,41.00,8.00,-31.00
254.00,131.00,-4441.00,35.00,9.00,-38.00
255.00,138.00,-4435.00,34.00,5.00,-20.00
283.00,150.00,-4415.00,41.00,5.00,-33.00
253.00,160.00,-4437.00,31.00,15.00,-32.00
273.00,142.00,-4437.00,37.00,10.00,-20.00
242.00,172.00,-4433.00,32.00,8.00,-20.00
259.00,150.00,-4434.00,39.00,15.00,-45.00
278.00,139.00,-4441.00,28.00,5.00,-33.00
285.00,138.00,-4445.00,37.00,-9.00,-26.00
246.00,156.00,-4436.00,39.00,1.00,-34.00
266.00,151.00,-4454.00,37.00,4.00,-29.00
293.00,142.00,-4469.00,36.00,2.00,-30.00
242.00,133.00,-4432.00,38.00,11.00,-19.00
276.00,124.00,-4436.00,39.00,-4.00,-23.00
262.00,153.00,-4462.00,36.00,-1.00,-28.00
264.00,143.00,-4447.00,35.00,8.00,-38.00
242.00,139.00,-4445.00,40.00,4.00,-41.00
272.00,133.00,-4448.00,22.00,6.00,-28.00
275.00,164.00,-4438.00,29.00,5.00,-33.00
280.00,121.00,-4447.00,30.00,2.00,-31.00
251.00,143.00,-4430.00,29.00,7.00,-30.00
274.00,150.00,-4449.00,36.00,7.00,-23.00
274.00,151.00,-4409.00,44.00,12.00,-24.00
285.00,144.00,-4426.00,37.00,3.00,-24.00
271.00,134.00,-4417.00,43.00,9.00,-27.00
279.00,161.00,-4456.00,32.00,-4.00,-16.00
273.00,143.00,-4410.00,41.00,7.00,-36.00
273.00,147.00,-4460.00,28.00,9.00,-34.00
267.00,160.00,-4412.00,28.00,4.00,-26.00
247.00,163.00,-4429.00,36.00,3.00,-32.00
281.00,139.00,-4446.00,34.00,14.00,-26.00
230.00,150.00,-4444.00,48.00,6.00,-21.00
285.00,138.00,-4413.00,37.00,-4.00,-37.00
270.00,157.00,-4440.00,32.00,2.00,-33.00
271.00,142.00,-4449.00,22.00,1.00,-27.00
266.00,127.00,-4464.00,46.00,1.00,-34.00
234.00,152.00,-4436.00,36.00,0.00,-27.00
246.00,157.00,-4425.00,40.00,8.00,-31.00
270.00,144.00,-4458.00,32.00,1.00,-29.00
252.00,148.00,-4469.00,38.00,11.00,-33.00
251.00,153.00,-4429.00,45.00,-4.00,-30.00
269.00,142.00,-4403.00,32.00,4.00,-25.00
245.00,147.00,-4423.00,40.00,5.00,-36.00
257.00,146.00,-4455.00,32.00,2.00,-30.00
257.00,140.00,-4407.00,34.00,11.00,-28.00
256.00,149.00,-4445.00,32.00,4.00,-38.00
255.00,155.00,-4459.00,34.00,7.00,-36.00
260.00,152.00,-4418.00,32.00,0.00,-36.00
261.00,130.00,-4438.00,42.00,11.00,-32.00
247.00,145.00,-4394.00,35.00,-2.00,-30.00
275.00,135.00,-4447.00,44.00,15.00,-29.00
262.00,170.00,-4446.00,29.00,1.00,-28.00
267.00,163.00,-4421.00,40.00,4.00,-37.00
255.00,144.00,-4448.00,43.00,13.00,-40.00
257.00,137.00,-4434.00,38.00,4.00,-24.00
274.00,131.00,-4460.00,32.00,7.00,-47.00
260.00,138.00,-4433.00,33.00,1.00,-29.00
259.00,116.00,-4475.00,38.00,13.00,-37.00
254.00,162.00,-4446.00,32.00,6.00,-30.00
238.00,164.00,-4430.00,45.00,7.00,-25.00
280.00,128.00,-4464.00,36.00,5.00,-33.00
283.00,150.00,-4432.00,38.00,4.00,-28.00
271.00,142.00,-4431.00,37.00,-4.00,-40.00
277.00,136.00,-4469.00,36.00,5.00,-36.00
260.00,145.00,-4404.00,39.00,3.00,-30.00
250.00,145.00,-4404.00,44.00,5.00,-28.00
255.00,121.00,-4432.00,46.00,9.00,-21.00
263.00,140.00,-4454.00,33.00,4.00,-26.00
254.00,133.00,-4438.00,32.00,8.00,-30.00
252.00,153.00,-4422.00,37.00,-3.00,-26.00
265.00,117.00,-4439.00,38.00,-2.00,-33.00
266.00,152.00,-4417.00,35.00,5.00,-43.00
239.00,147.00,-4456.00,29.00,12.00,-31.00
255.00,149.00,-4448.00,38.00,10.00,-25.00
279.00,151.00,-4430.00,47.00,18.00,-25.00
247.00,160.00,-4466.00,31.00,7.00,-23.00
234.00,163.00,-4421.00,22.00,13.00,-29.00
265.00,154.00,-4469.00,38.00,8.00,-29.00
266.00,147.00,-4460.00,44.00,2.00,-31.00
264.00,144.00,-4454.00,39.00,12.00,-29.00
252.00,143.00,-4453.00,31.00,-1.00,-31.00
284.00,131.00,-4438.00,27.00,2.00,-29.00
263.00,131.00,-4446.00,45.00,6.00,-23.00
260.00,160.00,-4492.00,36.00,0.00,-31.00
279.00,127.00,-4431.00,39.00,6.00,-27.00
250.00,170.00,-4460.00,45.00,1.00,-26.00
287.00,157.00,-4452.00,41.00,8.00,-19.00
275.00,148.00,-4405.00,37.00,-1.00,-24.00
259.00,147.00,-4460.00,43.00,5.00,-35.00
278.00,119.00,-4434.00,33.00,11.00,-33.00
261.00,144.00,-4380.00,43.00,-7.00,-15.00
279.00,130.00,-4445.00,32.00,-1.00,-36.00
292.00,131.00,-4432.00,44.00,8.00,-35.00
254.00,158.00,-4419.00,33.00,-2.00,-22.00
233.00,158.00,-4388.00,36.00,7.00,-36.00
278.00,147.00,-4429.00,38.00,-5.00,-31.00
238.00,147.00,-4421.00,34.00,1.00,-35.00
290.00,136.00,-4459.00,43.00,5.00,-31.00
253.00,153.00,-4432.00,44.00,5.00,-25.00
269.00,139.00,-4463.00,31.00,2.00,-30.00
271.00,144.00,-4458.00,38.00,-1.00,-32.00
247.00,136.00,-4456.00,45.00,12.00,-29.00
262.00,162.00,-4438.00,35.00,-4.00,-33.00
245.00,150.00,-4444.00,37.00,7.00,-30.00
259.00,152.00,-4468.00,32.00,3.00,-25.00
251.00,159.00,-4454.00,44.00,2.00,-43.00
246.00,139.00,-4463.00,35.00,7.00,-23.00
252.00,171.00,-4424.00,36.00,4.00,-40.00
253.00,164.00,-4436.00,32.00,10.00,-34.00
249.00,141.00,-4466.00,33.00,6.00,-31.00
271.00,144.00,-4434.00,33.00,1.00,-27.00
249.00,154.00,-4429.00,27.00,8.00,-31.00
252.00,166.00,-4452.00,39.00,0.00,-30.00
261.00,131.00,-4425.00,31.00,0.00,-30.00
250.00,140.00,-4464.00,31.00,2.00,-30.00
266.00,162.00,-4464.00,33.00,8.00,-30.00
266.00,166.00,-4411.00,32.00,11.00,-31.00
245.00,140.00,-4418.00,37.00,4.00,-23.00
277.00,151.00,-4456.00,38.00,-1.00,-24.00
261.00,152.00,-4462.00,42.00,3.00,-36.00
271.00,148.00,-4443.00,39.00,5.00,-29.00
259.00,165.00,-4467.00,38.00,8.00,-39.00
276.00,155.00,-4409.00,44.00,9.00,-32.00
262.00,141.00,-4444.00,34.00,-1.00,-32.00
247.00,150.00,-4449.00,38.00,8.00,-30.00
269.00,136.00,-4455.00,34.00,6.00,-34.00
276.00,120.00,-4421.00,31.00,6.00,-37.00
281.00,155.00,-4451.00,29.00,11.00,-36.00
263.00,156.00,-4451.00,41.00,14.00,-35.00
229.00,164.00,-4460.00,35.00,4.00,-26.00
265.00,141.00,-4427.00,25.00,11.00,-31.00
272.00,153.00,-4461.00,38.00,15.00,-32.00
279.00,130.00,-4473.00,38.00,-6.00,-37.00
276.00,139.00,-4414.00,42.00,2.00,-33.00
279.00,143.00,-4434.00,46.00,5.00,-23.00
274.00,111.00,-4445.00,32.00,-3.00,-29.00
264.00,135.00,-4449.00,27.00,7.00,-22.00
278.00,142.00,-4386.00,35.00,6.00,-29.00
262.00,138.00,-4449.00,44.00,0.00,-24.00
259.00,132.00,-4422.00,37.00,0.00,-23.00
274.00,127.00,-4415.00,36.00,6.00,-18.00
276.00,134.00,-4446.00,41.00,9.00,-19.00
264.00,126.00,-4430.00,36.00,6.00,-43.00
259.00,145.00,-4424.00,42.00,9.00,-35.00
271.00,135.00,-4471.00,48.00,3.00,-31.00
265.00,142.00,-4441.00,30.00,8.00,-28.00
251.00,139.00,-4450.00,26.00,2.00,-34.00
272.00,150.00,-4443.00,36.00,4.00,-31.00
277.00,150.00,-4443.00,36.00,13.00,-28.00
248.00,148.00,-4450.00,49.00,6.00,-10.00
265.00,149.00,-4449.00,35.00,2.00,-28.00
265.00,126.00,-4446.00,36.00,11.00,-33.00
241.00,133.00,-4436.00,32.00,9.00,-31.00
254.00,152.00,-4445.00,35.00,2.00,-44.00
287.00,135.00,-4440.00,34.00,18.00,-33.00
264.00,169.00,-4444.00,35.00,7.00,-34.00
269.00,129.00,-4443.00,36.00,4.00,-21.00
262.00,136.00,-4466.00,34.00,9.00,-30.00
250.00,135.00,-4466.00,34.00,-7.00,-29.00
263.00,153.00,-4434.00,22.00,10.00,-33.00
262.00,125.00,-4450.00,33.00,4.00,-27.00
265.00,138.00,-4465.00,29.00,-4.00,-35.00
276.00,126.00,-4434.00,39.00,7.00,-21.00
283.00,142.00,-4426.00,44.00,7.00,-30.00
264.00,152.00,-4456.00,37.00,-1.00,-27.00
271.00,140.00,-4419.00,30.00,12.00,-30.00
275.00,126.00,-4463.00,30.00,4.00,-23.00
251.00,134.00,-4495.00,48.00,-2.00,-28.00
275.00,137.00,-4438.00,31.00,0.00,-24.00
272.00,145.00,-4462.00,41.00,4.00,-30.00
274.00,137.00,-4445.00,41.00,7.00,-24.00
277.00,139.00,-4432.00,47.00,5.00,-34.00
262.00,140.00,-4418.00,45.00,2.00,-22.00
269.00,155.00,-4457.00,35.00,3.00,-44.00
265.00,128.00,-4455.00,32.00,4.00,-23.00
262.00,145.00,-4466.00,29.00,6.00,-30.00
245.00,172.00,-4441.00,42.00,10.00,-26.00
259.00,149.00,-4454.00,27.00,2.00,-29.00
262.00,148.00,-4455.00,43.00,5.00,-37.00
266.00,150.00,-4458.00,56.00,1.00,-33.00
274.00,152.00,-4437.00,33.00,1.00,-21.00
274.00,140.00,-4458.00,35.00,-3.00,-35.00
251.00,127.00,-4447.00,47.00,5.00,-25.00
269.00,143.00,-4450.00,27.00,8.00,-39.00
260.00,129.00,-4476.00,41.00,8.00,-42.00
248.00,143.00,-4449.00,35.00,12.00,-32.00
279.00,148.00,-4465.00,39.00,1.00,-32.00
257.00,146.00,-4434.00,52.00,5.00,-29.00
280.00,148.00,-4438.00,31.00,-1.00,-24.00
300.00,165.00,-4428.00,32.00,6.00,-31.00
267.00,122.00,-4429.00,38.00,-9.00,-41.00
288.00,146.00,-4427.00,32.00,5.00,-30.00
276.00,162.00,-4426.00,35.00,-4.00,-41.00
246.00,151.00,-4410.00,33.00,2.00,-23.00
279.00,153.00,-4424.00,41.00,8.00,-27.00
266.00,148.00,-4453.00,38.00,9.00,-44.00
291.00,138.00,-4413.00,44.00,4.00,-27.00
277.00,142.00,-4445.00,46.00,5.00,-34.00
286.00,151.00,-4456.00,34.00,3.00,-28.00
273.00,166.00,-4438.00,40.00,12.00,-40.00
260.00,137.00,-4427.00,38.00,11.00,-31.00
218.00,140.00,-4454.00,43.00,13.00,-24.00
271.00,151.00,-4433.00,37.00,14.00,-39.00
266.00,160.00,-4455.00,37.00,14.00,-29.00
267.00,157.00,-4418.00,42.00,3.00,-36.00
274.00,149.00,-4432.00,35.00,-6.00,-20.00
271.00,144.00,-4463.00,32.00,12.00,-23.00
225.00,148.00,-4443.00,45.00,9.00,-28.00
246.00,150.00,-4435.00,39.00,4.00,-30.00
256.00,165.00,-4444.00,43.00,9.00,-50.00
261.00,159.00,-4465.00,36.00,-1.00,-35.00
261.00,128.00,-4443.00,29.00,6.00,-26.00
273.00,127.00,-4425.00,37.00,4.00,-28.00
253.00,146.00,-4451.00,35.00,4.00,-18.00
288.00,129.00,-4488.00,28.00,13.00,-29.00
294.00,154.00,-4452.00,35.00,10.00,-23.00
247.00,159.00,-4438.00,33.00,7.00,-35.00
239.00,124.00,-4429.00,46.00,7.00,-27.00
254.00,166.00,-4436.00,41.00,5.00,-24.00
241.00,144.00,-4449.00,39.00,7.00,-28.00
253.00,135.00,-4425.00,28.00,7.00,-29.00
278.00,155.00,-4443.00,25.00,7.00,-31.00
255.00,129.00,-4458.00,33.00,-1.00,-27.00
265.00,131.00,-4430.00,34.00,16.00,-31.00
254.00,138.00,-4434.00,45.00,3.00,-25.00
256.00,155.00,-4464.00,42.00,9.00,-42.00
268.00,126.00,-4434.00,44.00,2.00,-25.00
246.00,143.00,-4470.00,25.00,6.00,-30.00
273.00,159.00,-4448.00,39.00,6.00,-26.00
259.00,127.00,-4458.00,37.00,-2.00,-22.00
257.00,153.00,-4451.00,39.00,15.00,-34.00
264.00,146.00,-4428.00,36.00,3.00,-24.00
269.00,135.00,-4431.00,42.00,9.00,-34.00
251.00,119.00,-4430.00,29.00,4.00,-29.00
267.00,156.00,-4425.00,35.00,2.00,-30.00
259.00,146.00,-4455.00,32.00,10.00,-29.00
235.00,168.00,-4412.00,28.00,7.00,-29.00
261.00,150.00,-4440.00,35.00,5.00,-42.00
268.00,129.00,-4432.00,36.00,2.00,-34.00
268.00,135.00,-4485.00,38.00,10.00,-25.00
264.00,119.00,-4432.00,48.00,3.00,-22.00
240.00,133.00,-4457.00,32.00,23.00,-39.00
230.00,167.00,-4422.00,44.00,-4.00,-31.00
240.00,147.00,-4448.00,37.00,-1.00,-20.00
252.00,132.00,-4455.00,47.00,2.00,-22.00
259.00,172.00,-4451.00,49.00,0.00,-31.00
243.00,140.00,-4432.00,31.00,0.00,-20.00
246.00,161.00,-4448.00,37.00,7.00,-40.00
250.00,129.00,-4437.00,32.00,-5.00,-24.00
289.00,142.00,-4443.00,43.00,0.00,-29.00
270.00,123.00,-4412.00,36.00,6.00,-31.00
266.00,142.00,-4422.00,38.00,7.00,-18.00
243.00,148.00,-4425.00,34.00,-9.00,-28.00
260.00,144.00,-4430.00,37.00,6.00,-15.00
251.00,136.00,-4419.00,37.00,10.00,-29.00
293.00,144.00,-4422.00,36.00,7.00,-31.00
283.00,138.00,-4467.00,35.00,7.00,-29.00
258.00,123.00,-4428.00,35.00,-6.00,-36.00
254.00,146.00,-4431.00,41.00,-2.00,-15.00
252.00,140.00,-4438.00,38.00,5.00,-35.00
259.00,149.00,-4435.00,39.00,8.00,-18.00
250.00,156.00,-4417.00,28.00,4.00,-34.00
233.00,125.00,-4461.00,41.00,0.00,-30.00
267.00,142.00,-4466.00,47.00,10.00,-27.00
274.00,138.00,-4397.00,38.00,10.00,-31.00
262.00,147.00,-4429.00,28.00,17.00,-26.00
275.00,163.00,-4452.00,51.00,13.00,-32.00
275.00,166.00,-4425.00,34.00,12.00,-26.00
238.00,143.00,-4427.00,34.00,4.00,-33.00
245.00,136.00,-4448.00,34.00,-3.00,-37.00
247.00,139.00,-4487.00,53.00,5.00,-30.00
263.00,136.00,-4449.00,32.00,-1.00,-22.00
250.00,139.00,-4429.00,26.00,7.00,-30.00
243.00,136.00,-4439.00,40.00,5.00,-23.00
266.00,157.00,-4429.00,42.00,2.00,-35.00
271.00,153.00,-4464.00,42.00,12.00,-31.00
229.00,138.00,-4474.00,39.00,2.00,-30.00
273.00,126.00,-4437.00,40.00,3.00,-36.00
242.00,145.00,-4444.00,35.00,-3.00,-32.00
261.00,129.00,-4432.00,43.00,-2.00,-34.00
271.00,155.00,-4444.00,50.00,0.00,-26.00
247.00,138.00,-4449.00,39.00,10.00,-25.00
267.00,148.00,-4443.00,36.00,21.00,-39.00
252.00,150.00,-4432.00,44.00,-5.00,-31.00
274.00,159.00,-4478.00,39.00,7.00,-39.00
261.00,132.00,-4482.00,42.00,10.00,-32.00
268.00,142.00,-4428.00,37.00,5.00,-25.00
281.00,114.00,-4427.00,39.00,5.00,-31.00
258.00,132.00,-4461.00,39.00,4.00,-26.00
286.00,145.00,-4433.00,40.00,0.00,-40.00
254.00,143.00,-4416.00,43.00,5.00,-28.00
260.00,139.00,-4443.00,39.00,6.00,-33.00
261.00,154.00,-4445.00,44.00,2.00,-19.00
261.00,144.00,-4453.00,35.00,1.00,-28.00
259.00,143.00,-4442.00,38.00,-2.00,-23.00
278.00,162.00,-4436.00,46.00,-2.00,-36.00
271.00,165.00,-4464.00,39.00,1.00,-28.00
268.00,137.00,-4469.00,41.00,5.00,-17.00
284.00,165.00,-4467.00,48.00,8.00,-31.00
259.00,150.00,-4430.00,34.00,9.00,-28.00
267.00,139.00,-4454.00,47.00,5.00,-18.00
260.00,132.00,-4431.00,33.00,5.00,-29.00
250.00,139.00,-4431.00,39.00,-9.00,-22.00
264.00,160.00,-4430.00,34.00,15.00,-32.00
242.00,146.00,-4448.00,44.00,8.00,-21.00
268.00,148.00,-4456.00,42.00,9.00,-34.00
248.00,138.00,-4430.00,38.00,5.00,-28.00
296.00,143.00,-4429.00,32.00,3.00,-25.00
262.00,126.00,-4430.00,45.00,16.00,-31.00
276.00,169.00,-4470.00,38.00,-2.00,-30.00
256.00,130.00,-4428.00,35.00,16.00,-28.00
247.00,157.00,-4441.00,43.00,8.00,-27.00
266.00,139.00,-4446.00,33.00,2.00,-27.00
249.00,118.00,-4412.00,34.00,5.00,-27.00
267.00,131.00,-4450.00,36.00,9.00,-32.00
264.00,145.00,-4436.00,33.00,6.00,-39.00
265.00,139.00,-4436.00,34.00,6.00,-26.00
250.00,156.00,-4439.00,46.00,-3.00,-24.00
269.00,124.00,-4447.00,51.00,11.00,-35.00
270.00,146.00,-4477.00,38.00,11.00,-28.00
255.00,147.00,-4417.00,33.00,16.00,-38.00
257.00,149.00,-4419.00,39.00,9.00,-40.00
270.00,139.00,-4437.00,25.00,10.00,-41.00
273.00,155.00,-4444.00,41.00,5.00,-34.00
274.00,147.00,-4467.00,45.00,9.00,-33.00
245.00,158.00,-4447.00,49.00,6.00,-29.00
258.00,146.00,-4472.00,41.00,11.00,-37.00
259.00,162.00,-4417.00,37.00,3.00,-23.00
252.00,132.00,-4410.00,28.00,1.00,-30.00
266.00,161.00,-4463.00,39.00,7.00,-36.00
265.00,148.00,-4454.00,41.00,6.00,-40.00
259.00,144.00,-4398.00,33.00,1.00,-29.00
273.00,161.00,-4446.00,35.00,-5.00,-39.00
267.00,148.00,-4405.00,33.00,9.00,-32.00
265.00,155.00,-4426.00,31.00,9.00,-33.00
263.00,132.00,-4445.00,42.00,15.00,-16.00
270.00,127.00,-4471.00,39.00,5.00,-26.00
259.00,153.00,-4449.00,39.00,9.00,-33.00
261.00,129.00,-4447.00,26.00,7.00,-34.00
272.00,144.00,-4431.00,44.00,6.00,-36.00
262.00,147.00,-4403.00,28.00,4.00,-38.00
240.00,131.00,-4437.00,24.00,3.00,-33.00
247.00,151.00,-4417.00,42.00,2.00,-32.00
263.00,135.00,-4479.00,37.00,4.00,-22.00
264.00,139.00,-4427.00,36.00,16.00,-29.00
247.00,137.00,-4445.00,46.00,-4.00,-30.00
279.00,134.00,-4423.00,43.00,7.00,-27.00
263.00,134.00,-4460.00,43.00,0.00,-31.00
270.00,130.00,-4439.00,36.00,-4.00,-27.00
255.00,152.00,-4461.00,37.00,10.00,-26.00
264.00,149.00,-4447.00,49.00,0.00,-37.00
272.00,154.00,-4467.00,42.00,9.00,-34.00
261.00,154.00,-4434.00,43.00,1.00,-27.00
261.00,143.00,-4434.00,32.00,7.00,-29.00
267.00,150.00,-4434.00,40.00,4.00,-21.00
276.00,144.00,-4436.00,36.00,8.00,-18.00
265.00,156.00,-4441.00,30.00,2.00,-33.00
255.00,143.00,-4456.00,43.00,-7.00,-29.00
258.00,147.00,-4451.00,50.00,5.00,-30.00
266.00,142.00,-4394.00,46.00,-2.00,-21.00
289.00,121.00,-4456.00,33.00,-6.00,-37.00
270.00,162.00,-4473.00,37.00,4.00,-25.00
253.00,146.00,-4474.00,52.00,12.00,-39.00
250.00,142.00,-4430.00,32.00,7.00,-31.00
268.00,148.00,-4461.00,32.00,14.00,-36.00
252.00,157.00,-4427.00,23.00,8.00,-33.00
249.00,152.00,-4430.00,38.00,10.00,-39.00
274.00,138.00,-4433.00,40.00,7.00,-33.00
267.00,173.00,-4469.00,33.00,3.00,-38.00
260.00,120.00,-4446.00,41.00,5.00,-29.00
260.00,157.00,-4458.00,38.00,1.00,-37.00
245.00,141.00,-4445.00,38.00,0.00,-38.00
226.00,127.00,-4445.00,38.00,8.00,-29.00
255.00,142.00,-4480.00,30.00,4.00,-36.00
257.00,152.00,-4437.00,29.00,3.00,-24.00
280.00,144.00,-4422.00,28.00,7.00,-27.00
260.00,133.00,-4463.00,44.00,9.00,-30.00
248.00,158.00,-4413.00,23.00,5.00,-30.00
248.00,155.00,-4437.00,37.00,8.00,-28.00
248.00,143.00,-4417.00,33.00,0.00,-26.00
261.00,157.00,-4425.00,32.00,2.00,-28.00
248.00,160.00,-4447.00,43.00,1.00,-22.00
241.00,141.00,-4446.00,40.00,6.00,-29.00
259.00,133.00,-4417.00,41.00,11.00,-33.00
273.00,164.00,-4445.00,30.00,4.00,-20.00
270.00,156.00,-4416.00,35.00,1.00,-19.00
277.00,162.00,-4461.00,28.00,6.00,-37.00
284.00,133.00,-4480.00,43.00,8.00,-24.00
254.00,139.00,-4428.00,34.00,3.00,-34.00
269.00,135.00,-4459.00,39.00,13.00,-24.00
247.00,135.00,-4445.00,38.00,10.00,-32.00
264.00,137.00,-4424.00,44.00,4.00,-48.00
255.00,121.00,-4436.00,39.00,-5.00,-40.00
263.00,144.00,-4450.00,30.00,-1.00,-28.00
274.00,142.00,-4427.00,40.00,10.00,-24.00
275.00,147.00,-4452.00,32.00,2.00,-30.00
270.00,135.00,-4451.00,37.00,-1.00,-31.00
255.00,128.00,-4458.00,47.00,3.00,-25.00
254.00,146.00,-4462.00,31.00,5.00,-20.00
275.00,122.00,-4456.00,45.00,5.00,-39.00
278.00,157.00,-4456.00,41.00,10.00,-40.00
291.00,141.00,-4421.00,43.00,3.00,-39.00
265.00,150.00,-4484.00,33.00,12.00,-44.00
282.00,147.00,-4450.00,32.00,-8.00,-35.00
254.00,149.00,-4435.00,40.00,8.00,-31.00
252.00,133.00,-4442.00,43.00,6.00,-33.00
230.00,147.00,-4432.00,31.00,12.00,-33.00
284.00,157.00,-4455.00,42.00,-3.00,-28.00
274.00,138.00,-4451.00,43.00,15.00,-28.00
273.00,148.00,-4438.00,33.00,2.00,-14.00
258.00,169.00,-4444.00,43.00,-5.00,-34.00
253.00,136.00,-4420.00,39.00,-4.00,-30.00
258.00,148.00,-4447.00,39.00,2.00,-29.00
269.00,144.00,-4449.00,39.00,8.00,-37.00
264.00,140.00,-4459.00,39.00,7.00,-37.00
266.00,155.00,-4457.00,36.00,4.00,-30.00
257.00,136.00,-4486.00,38.00,5.00,-29.00
272.00,133.00,-4462.00,32.00,9.00,-30.00
252.00,151.00,-4402.00,32.00,-7.00,-24.00
262.00,150.00,-4459.00,29.00,12.00,-30.00
260.00,144.00,-4434.00,28.00,8.00,-31.00
267.00,149.00,-4428.00,41.00,5.00,-33.00
263.00,149.00,-4452.00,40.00,3.00,-34.00
241.00,142.00,-4431.00,34.00,12.00,-31.00
259.00,148.00,-4449.00,38.00,7.00,-26.00
290.00,151.00,-4450.00,28.00,-4.00,-24.00
271.00,134.00,-4439.00,43.00,1.00,-27.00
292.00,146.00,-4421.00,36.00,8.00,-30.00
257.00,149.00,-4447.00,29.00,6.00,-27.00
244.00,148.00,-4456.00,40.00,8.00,-33.00
253.00,146.00,-4413.00,29.00,16.00,-27.00
267.00,125.00,-4442.00,37.00,4.00,-22.00
279.00,141.00,-4430.00,40.00,14.00,-19.00
281.00,157.00,-4426.00,29.00,9.00,-26.00
271.00,174.00,-4462.00,41.00,6.00,-37.00
253.00,143.00,-4430.00,45.00,7.00,-32.00
244.00,159.00,-4451.00,32.00,7.00,-42.00
275.00,138.00,-4453.00,46.00,3.00,-33.00
269.00,145.00,-4460.00,37.00,1.00,-38.00
249.00,151.00,-4464.00,35.00,8.00,-38.00
245.00,128.00,-4414.00,44.00,10.00,-39.00
259.00,140.00,-4436.00,39.00,7.00,-20.00
269.00,154.00,-4414.00,49.00,1.00,-29.00
285.00,159.00,-4455.00,35.00,-3.00,-33.00
273.00,145.00,-4441.00,28.00,9.00,-45.00
274.00,142.00,-4430.00,36.00,9.00,-20.00
258.00,150.00,-4430.00,32.00,8.00,-26.00
258.00,139.00,-4450.00,49.00,20.00,-26.00
288.00,149.00,-4433.00,36.00,8.00,-15.00
280.00,143.00,-4441.00,36.00,8.00,-32.00
293.00,131.00,-4492.00,25.00,-7.00,-27.00
253.00,144.00,-4462.00,33.00,14.00,-30.00
255.00,146.00,-4425.00,32.00,14.00,-20.00
269.00,150.00,-4452.00,28.00,-9.00,-40.00
255.00,165.00,-4435.00,48.00,10.00,-35.00
267.00,179.00,-4426.00,38.00,2.00,-23.00
274.00,135.00,-4449.00,28.00,11.00,-48.00
265.00,151.00,-4437.00,43.00,4.00,-28.00
270.00,136.00,-4452.00,42.00,1.00,-27.00
235.00,161.00,-4450.00,31.00,5.00,-39.00
262.00,167.00,-4447.00,26.00,-7.00,-28.00
250.00,143.00,-4483.00,39.00,6.00,-23.00
273.00,137.00,-4451.00,47.00,8.00,-23.00
270.00,126.00,-4434.00,31.00,6.00,-29.00
