AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-3578.00,136.00,-2250.00,571.00,1596.00,459.00
-3546.00,112.00,-2142.00,522.00,1696.00,596.00
-3520.00,81.00,-2138.00,348.00,1709.00,695.00
-3423.00,-17.00,-2133.00,312.00,1742.00,758.00
-3377.00,-114.00,-2095.00,353.00,1763.00,703.00
-3389.00,-184.00,-2144.00,267.00,1786.00,504.00
-3360.00,-233.00,-2270.00,519.00,1911.00,232.00
-3320.00,-134.00,-2406.00,582.00,2211.00,7.00
-3340.00,-68.00,-2429.00,266.00,2536.00,-141.00
-3408.00,-91.00,-2458.00,192.00,2803.00,-295.00
-3373.00,0.00,-2408.00,314.00,3059.00,-378.00
-3431.00,61.00,-2275.00,-12.00,3217.00,-423.00
-3485.00,155.00,-2147.00,-327.00,3200.00,-453.00
-3499.00,163.00,-2061.00,-248.00,2995.00,-399.00
-3436.00,197.00,-2132.00,52.00,2694.00,-179.00
-3394.00,247.00,-2308.00,211.00,2503.00,114.00
-3270.00,168.00,-2446.00,278.00,2595.00,338.00
-3177.00,40.00,-2618.00,354.00,2871.00,447.00
-3045.00,-58.00,-2722.00,427.00,3308.00,456.00
-2953.00,-88.00,-2682.00,488.00,3836.00,422.00
-3076.00,-119.00,-2550.00,373.00,4243.00,307.00
-3066.00,-136.00,-2366.00,461.00,4302.00,127.00
-3227.00,-92.00,-2219.00,318.00,4059.00,-127.00
-3312.00,22.00,-2108.00,247.00,3599.00,-358.00
-3379.00,159.00,-2038.00,-100.00,3052.00,-452.00
-3331.00,237.00,-2143.00,-120.00,2427.00,-310.00
-3268.00,397.00,-2363.00,-218.00,1967.00,24.00
-3222.00,349.00,-2632.00,-445.00,1802.00,300.00
-3118.00,219.00,-2895.00,-321.00,1805.00,583.00
-3072.00,81.00,-3048.00,-412.00,2012.00,728.00
-3008.00,-112.00,-3115.00,89.00,2350.00,779.00
-3000.00,-67.00,-3136.00,628.00,2725.00,771.00
-3070.00,-79.00,-3032.00,777.00,3078.00,717.00
-3060.00,-13.00,-2932.00,1116.00,3299.00,717.00
-3063.00,-7.00,-2872.00,1039.00,3395.00,695.00
-3116.00,-93.00,-2825.00,978.00,3215.00,587.00
-3017.00,-58.00,-2721.00,1117.00,2820.00,463.00
-2903.00,-32.00,-2812.00,793.00,2577.00,422.00
-2939.00,-197.00,-2926.00,559.00,2376.00,229.00
-2926.00,-165.00,-3050.00,607.00,2309.00,-13.00
-2894.00,-153.00,-3169.00,533.00,2397.00,-189.00
-2850.00,-87.00,-3274.00,526.00,2574.00,-210.00
-2805.00,-78.00,-3322.00,451.00,2743.00,-121.00
-2821.00,-103.00,-3322.00,288.00,2914.00,-47.00
-2880.00,-201.00,-3334.00,186.00,3071.00,-194.00
-2817.00,-151.00,-3334.00,413.00,3200.00,-425.00
-2779.00,1.00,-3242.00,169.00,3327.00,-583.00
-2782.00,-7.00,-3137.00,-157.00,3330.00,-662.00
-2852.00,52.00,-3005.00,-328.00,3111.00,-653.00
-2875.00,136.00,-2967.00,-494.00,2801.00,-588.00
-2764.00,114.00,-3000.00,-626.00,2511.00,-427.00
-2742.00,61.00,-3087.00,-757.00,2288.00,-239.00
-2740.00,42.00,-3212.00,-603.00,2080.00,-118.00
-2660.00,10.00,-3289.00,-866.00,1945.00,-68.00
-2596.00,-80.00,-3373.00,-932.00,1942.00,-29.00
-2656.00,-180.00,-3565.00,-777.00,1983.00,-78.00
-2612.00,-173.00,-3712.00,-645.00,2128.00,-256.00
-2551.00,-109.00,-3806.00,-769.00,2493.00,-446.00
-2612.00,-27.00,-3868.00,-471.00,2984.00,-509.00
-2600.00,121.00,-3785.00,-436.00,3531.00,-485.00
-2510.00,111.00,-3642.00,-647.00,3883.00,-425.00
-2572.00,56.00,-3476.00,-456.00,3944.00,-394.00
-2526.00,55.00,-3330.00,-198.00,3886.00,-355.00
-2496.00,129.00,-3129.00,-301.00,3620.00,-292.00
-2567.00,177.00,-3020.00,-548.00,3091.00,-239.00
-2488.00,137.00,-3107.00,-621.00,2349.00,-146.00
-2402.00,237.00,-3305.00,-632.00,1804.00,73.00
-2500.00,352.00,-3527.00,-675.00,1622.00,344.00
-2376.00,355.00,-3671.00,-818.00,1491.00,697.00
-2351.00,316.00,-3818.00,-927.00,1397.00,1105.00
-2338.00,175.00,-4018.00,-900.00,1594.00,1328.00
-2296.00,136.00,-4113.00,-636.00,2208.00,1546.00
-2467.00,68.00,-4072.00,-792.00,2559.00,1281.00
-2392.00,112.00,-4052.00,-1341.00,2805.00,979.00
-2296.00,156.00,-3988.00,-1399.00,3036.00,896.00
-2088.00,345.00,-3869.00,-1093.00,3470.00,1220.00
-1990.00,257.00,-3689.00,-577.00,3858.00,1752.00
-1973.00,254.00,-3544.00,129.00,4191.00,2227.00
-1714.00,61.00,-3856.00,499.00,4767.00,2429.00
-2160.00,-276.00,-3844.00,236.00,5456.00,1830.00
-2589.00,-224.00,-3548.00,385.00,4774.00,611.00
-2364.00,231.00,-3439.00,-458.00,3413.00,-30.00
-1916.00,366.00,-3733.00,-1268.00,2590.00,113.00
-1768.00,215.00,-4156.00,-1078.00,2618.00,452.00
-1725.00,173.00,-4299.00,-534.00,3334.00,628.00
-1830.00,181.00,-4269.00,-502.00,3954.00,540.00
-1923.00,223.00,-4014.00,-842.00,4219.00,397.00
-1878.00,301.00,-3738.00,-1115.00,4069.00,265.00
-1768.00,376.00,-3535.00,-1347.00,3720.00,312.00
-1727.00,410.00,-3427.00,-1491.00,3196.00,522.00
-1744.00,429.00,-3446.00,-1219.00,2676.00,781.00
-1740.00,424.00,-3642.00,-982.00,2246.00,949.00
-1575.00,367.00,-3891.00,-1136.00,2046.00,1057.00
-1536.00,147.00,-4085.00,-1226.00,2132.00,911.00
-1391.00,5.00,-4197.00,-1178.00,2336.00,569.00
-1386.00,-14.00,-4276.00,-1258.00,2549.00,114.00
-1427.00,137.00,-4347.00,-1036.00,2911.00,-329.00
-1581.00,561.00,-4336.00,-551.00,3404.00,-373.00
-1626.00,891.00,-4268.00,-303.00,3682.00,88.00
-1548.00,955.00,-4065.00,-140.00,3873.00,795.00
-1627.00,849.00,-3831.00,371.00,3908.00,1446.00
-1490.00,652.00,-3674.00,862.00,3594.00,1979.00
-1429.00,407.00,-3702.00,1163.00,3193.00,2226.00
-1412.00,178.00,-3760.00,1264.00,2796.00,2029.00
-1391.00,-27.00,-4038.00,1184.00,2424.00,1412.00
-1326.00,107.00,-4292.00,1270.00,2457.00,818.00
-1296.00,322.00,-4404.00,1234.00,2818.00,546.00
-1318.00,523.00,-4360.00,1015.00,3127.00,582.00
-1366.00,515.00,-4331.00,739.00,3294.00,702.00
-1379.00,417.00,-4400.00,808.00,3405.00,722.00
-1187.00,412.00,-4462.00,758.00,3542.00,692.00
-1247.00,495.00,-4427.00,917.00,4098.00,826.00
-1066.00,420.00,-4243.00,769.00,4446.00,953.00
-1191.00,342.00,-4043.00,1394.00,4338.00,1142.00
-1101.00,279.00,-4053.00,1018.00,4004.00,1003.00
-1091.00,264.00,-4183.00,927.00,3834.00,704.00
-1025.00,248.00,-4280.00,759.00,3861.00,376.00
-988.00,330.00,-4213.00,890.00,3879.00,220.00
-945.00,324.00,-4324.00,618.00,3858.00,84.00
-784.00,233.00,-4408.00,707.00,3823.00,5.00
-799.00,233.00,-4346.00,872.00,3861.00,-110.00
-812.00,366.00,-4316.00,805.00,3795.00,-242.00
-724.00,482.00,-4332.00,513.00,3721.00,-120.00
-734.00,480.00,-4387.00,449.00,3676.00,106.00
-671.00,488.00,-4537.00,488.00,3810.00,370.00
-540.00,415.00,-4575.00,708.00,4055.00,580.00
-795.00,493.00,-4673.00,961.00,4544.00,884.00
-292.00,388.00,-4666.00,823.00,4974.00,1225.00
-511.00,77.00,-4523.00,1577.00,5457.00,1413.00
-495.00,81.00,-4261.00,1803.00,5679.00,1072.00
-309.00,73.00,-4020.00,1447.00,5490.00,766.00
-353.00,12.00,-3919.00,1417.00,4842.00,598.00
-304.00,25.00,-4082.00,1228.00,4170.00,295.00
-243.00,73.00,-4195.00,907.00,3852.00,71.00
-191.00,96.00,-4387.00,936.00,3675.00,-18.00
-147.00,104.00,-4479.00,660.00,3647.00,-121.00
-53.00,22.00,-4487.00,526.00,3732.00,-272.00
45.00,2.00,-4520.00,672.00,3900.00,-328.00
-94.00,119.00,-4445.00,795.00,4136.00,-392.00
-45.00,258.00,-4279.00,703.00,4266.00,-366.00
-31.00,289.00,-4164.00,590.00,4013.00,-219.00
-32.00,250.00,-4185.00,638.00,3759.00,-103.00
33.00,155.00,-4225.00,580.00,3562.00,-73.00
87.00,88.00,-4348.00,694.00,3428.00,-94.00
153.00,128.00,-4431.00,784.00,3423.00,-108.00
173.00,198.00,-4486.00,810.00,3518.00,-70.00
246.00,277.00,-4507.00,971.00,3692.00,121.00
251.00,330.00,-4451.00,1047.00,3863.00,410.00
176.00,238.00,-4437.00,887.00,3876.00,500.00
181.00,136.00,-4421.00,714.00,3911.00,423.00
160.00,6.00,-4364.00,538.00,3838.00,221.00
174.00,-12.00,-4368.00,299.00,3625.00,-109.00
173.00,114.00,-4448.00,106.00,3415.00,-420.00
317.00,301.00,-4516.00,-30.00,3355.00,-408.00
339.00,396.00,-4603.00,-16.00,3435.00,-161.00
479.00,430.00,-4602.00,-124.00,3690.00,241.00
532.00,337.00,-4585.00,-153.00,3936.00,661.00
603.00,186.00,-4574.00,-116.00,4112.00,923.00
634.00,-18.00,-4485.00,-4.00,4188.00,908.00
663.00,-67.00,-4503.00,70.00,4194.00,686.00
719.00,81.00,-4560.00,263.00,4370.00,628.00
799.00,153.00,-4598.00,151.00,4609.00,695.00
850.00,145.00,-4630.00,109.00,4785.00,786.00
845.00,117.00,-4619.00,-20.00,4974.00,832.00
909.00,-5.00,-4506.00,-58.00,5105.00,778.00
937.00,-90.00,-4525.00,106.00,5199.00,585.00
997.00,-112.00,-4531.00,41.00,5376.00,282.00
1070.00,-145.00,-4457.00,-37.00,5478.00,-17.00
1151.00,-136.00,-4441.00,91.00,5521.00,-258.00
1198.00,-48.00,-4413.00,357.00,5774.00,-348.00
1227.00,16.00,-4431.00,576.00,6157.00,-283.00
1251.00,93.00,-4376.00,942.00,6561.00,-155.00
1233.00,229.00,-4275.00,1321.00,6768.00,70.00
1273.00,250.00,-4080.00,1386.00,6660.00,333.00
1313.00,299.00,-3990.00,1679.00,6286.00,662.00
1348.00,252.00,-3972.00,1615.00,5757.00,857.00
1464.00,261.00,-4199.00,1118.00,5502.00,991.00
1592.00,218.00,-4517.00,1079.00,5786.00,1227.00
1643.00,113.00,-4614.00,798.00,6349.00,1402.00
1740.00,-69.00,-4516.00,436.00,6836.00,1346.00
1700.00,-328.00,-4275.00,440.00,7047.00,1029.00
1755.00,-385.00,-3983.00,531.00,6895.00,535.00
1744.00,-337.00,-3805.00,549.00,6602.00,91.00
1796.00,-256.00,-3665.00,645.00,6151.00,-174.00
1813.00,-80.00,-3611.00,739.00,5581.00,-281.00
1920.00,13.00,-3611.00,672.00,5057.00,-194.00
1978.00,68.00,-3557.00,455.00,4389.00,-101.00
2018.00,-19.00,-3534.00,119.00,3622.00,-94.00
1996.00,-116.00,-3609.00,17.00,2997.00,-206.00
2142.00,-107.00,-3635.00,-283.00,2649.00,-329.00
2277.00,-204.00,-3774.00,-239.00,2557.00,-349.00
2354.00,-224.00,-3918.00,9.00,2650.00,-340.00
2348.00,-211.00,-3957.00,175.00,2851.00,-406.00
2364.00,-144.00,-3968.00,366.00,3114.00,-403.00
2340.00,-37.00,-3885.00,554.00,3250.00,-358.00
2218.00,-4.00,-3842.00,561.00,3185.00,-344.00
2252.00,44.00,-3776.00,285.00,3078.00,-321.00
2370.00,-9.00,-3660.00,53.00,2769.00,-306.00
2432.00,-36.00,-3668.00,-110.00,2404.00,-324.00
2485.00,-95.00,-3690.00,-137.00,2173.00,-279.00
2392.00,-89.00,-3690.00,167.00,2107.00,-240.00
2463.00,28.00,-3684.00,297.00,2095.00,-130.00
2536.00,-8.00,-3689.00,295.00,2138.00,31.00
2559.00,-66.00,-3825.00,454.00,2278.00,112.00
2618.00,-52.00,-3890.00,451.00,2599.00,163.00
2611.00,-166.00,-3920.00,432.00,2920.00,90.00
2595.00,-132.00,-3927.00,490.00,3165.00,-80.00
2606.00,-79.00,-3852.00,338.00,3378.00,-199.00
2642.00,-62.00,-3849.00,305.00,3553.00,-216.00
2647.00,14.00,-3737.00,297.00,3653.00,-138.00
2597.00,53.00,-3691.00,270.00,3630.00,-21.00
2550.00,-11.00,-3563.00,209.00,3617.00,67.00
2672.00,-44.00,-3518.00,266.00,3629.00,111.00
2730.00,-71.00,-3544.00,289.00,3657.00,139.00
2812.00,-80.00,-3582.00,365.00,3805.00,190.00
2871.00,-143.00,-3636.00,453.00,4031.00,237.00
2837.00,-158.00,-3640.00,711.00,4358.00,244.00
2821.00,-174.00,-3541.00,843.00,4646.00,156.00
2823.00,-128.00,-3511.00,850.00,4761.00,-3.00
2869.00,-103.00,-3419.00,684.00,4730.00,-139.00
2895.00,-70.00,-3289.00,420.00,4507.00,-241.00
2899.00,-49.00,-3226.00,275.00,4236.00,-281.00
2954.00,-29.00,-3246.00,270.00,4074.00,-180.00
3025.00,-81.00,-3270.00,443.00,4032.00,-49.00
3076.00,-99.00,-3334.00,785.00,4177.00,130.00
3111.00,-80.00,-3372.00,987.00,4396.00,277.00
3101.00,-68.00,-3242.00,941.00,4582.00,413.00
3073.00,-110.00,-3040.00,746.00,4622.00,435.00
3090.00,-172.00,-2928.00,538.00,4396.00,379.00
3142.00,-230.00,-2811.00,386.00,4029.00,264.00
3176.00,-271.00,-2886.00,401.00,3745.00,158.00
3190.00,-268.00,-2865.00,524.00,3531.00,22.00
3301.00,-270.00,-2849.00,493.00,3336.00,-51.00
3359.00,-247.00,-2877.00,558.00,3159.00,-98.00
3310.00,-157.00,-2888.00,568.00,3127.00,-48.00
3310.00,-60.00,-2875.00,481.00,3137.00,71.00
3340.00,-68.00,-2857.00,417.00,3155.00,298.00
3421.00,-58.00,-2857.00,354.00,3209.00,577.00
3456.00,-141.00,-2786.00,429.00,3211.00,764.00
3435.00,-258.00,-2808.00,418.00,3185.00,801.00
3440.00,-368.00,-2785.00,372.00,3173.00,645.00
3461.00,-427.00,-2763.00,549.00,3122.00,362.00
3487.00,-376.00,-2634.00,458.00,3024.00,131.00
3573.00,-345.00,-2627.00,525.00,2859.00,-2.00
3523.00,-259.00,-2596.00,573.00,2731.00,-66.00
3554.00,-235.00,-2573.00,658.00,2626.00,-14.00
3613.00,-239.00,-2656.00,787.00,2639.00,50.00
3607.00,-235.00,-2706.00,841.00,2788.00,97.00
3652.00,-251.00,-2741.00,769.00,2933.00,91.00
3584.00,-224.00,-2731.00,722.00,3073.00,61.00
3568.00,-181.00,-2671.00,623.00,3246.00,97.00
3614.00,-167.00,-2546.00,485.00,3310.00,158.00
3689.00,-149.00,-2452.00,500.00,3285.00,259.00
3663.00,-99.00,-2454.00,470.00,3266.00,442.00
3649.00,-116.00,-2437.00,413.00,3303.00,646.00
3586.00,-160.00,-2401.00,429.00,3322.00,800.00
3568.00,-256.00,-2314.00,352.00,3226.00,841.00
3680.00,-342.00,-2283.00,297.00,3000.00,721.00
3737.00,-405.00,-2273.00,222.00,2784.00,589.00
3779.00,-450.00,-2348.00,439.00,2803.00,505.00
3727.00,-453.00,-2385.00,572.00,3029.00,431.00
3747.00,-402.00,-2325.00,565.00,3178.00,349.00
3763.00,-389.00,-2213.00,403.00,3264.00,293.00
3750.00,-372.00,-2096.00,378.00,3212.00,287.00
3795.00,-422.00,-2133.00,194.00,3123.00,192.00
3738.00,-420.00,-2116.00,213.00,3176.00,79.00
3788.00,-366.00,-2027.00,16.00,3194.00,-16.00
3794.00,-352.00,-1948.00,-130.00,3041.00,-68.00
3775.00,-358.00,-1867.00,95.00,2746.00,-80.00
3843.00,-376.00,-1762.00,194.00,2468.00,-41.00
3922.00,-402.00,-1945.00,351.00,2327.00,-6.00
3951.00,-426.00,-2013.00,447.00,2333.00,-61.00
3876.00,-427.00,-1988.00,489.00,2338.00,-223.00
3788.00,-338.00,-1912.00,302.00,2236.00,-414.00
3871.00,-331.00,-1783.00,96.00,2020.00,-524.00
3852.00,-260.00,-1659.00,-10.00,1731.00,-508.00
3860.00,-246.00,-1575.00,143.00,1386.00,-367.00
3835.00,-237.00,-1567.00,186.00,998.00,-244.00
3891.00,-322.00,-1631.00,265.00,779.00,-115.00
3971.00,-412.00,-1730.00,323.00,656.00,-123.00
4043.00,-455.00,-1834.00,275.00,596.00,-228.00
4050.00,-443.00,-1894.00,203.00,673.00,-326.00
4024.00,-340.00,-1957.00,207.00,826.00,-334.00
3997.00,-264.00,-1937.00,244.00,1028.00,-232.00
3957.00,-201.00,-1907.00,363.00,1205.00,-60.00
3961.00,-172.00,-1781.00,242.00,1266.00,122.00
3951.00,-269.00,-1766.00,90.00,1176.00,193.00
4005.00,-362.00,-1724.00,42.00,1124.00,246.00
4034.00,-473.00,-1755.00,182.00,1036.00,147.00
3999.00,-483.00,-1851.00,319.00,1033.00,-16.00
3994.00,-401.00,-1826.00,371.00,1066.00,-183.00
4037.00,-317.00,-1797.00,346.00,1068.00,-242.00
4017.00,-226.00,-1719.00,286.00,1067.00,-191.00
4000.00,-239.00,-1676.00,220.00,1046.00,-58.00
3986.00,-310.00,-1656.00,49.00,996.00,38.00
3964.00,-377.00,-1618.00,-10.00,876.00,34.00
4038.00,-384.00,-1641.00,-176.00,759.00,-58.00
4072.00,-375.00,-1746.00,41.00,660.00,-165.00
4036.00,-241.00,-1844.00,85.00,776.00,-159.00
3977.00,-176.00,-1828.00,189.00,948.00,-66.00
3963.00,-109.00,-1680.00,139.00,999.00,127.00
3920.00,-158.00,-1518.00,92.00,826.00,309.00
3893.00,-205.00,-1394.00,-37.00,459.00,429.00
3941.00,-344.00,-1413.00,-166.00,8.00,412.00
3962.00,-482.00,-1489.00,-115.00,-315.00,224.00
3986.00,-494.00,-1588.00,-93.00,-448.00,-82.00
4039.00,-416.00,-1589.00,-50.00,-479.00,-285.00
4013.00,-336.00,-1617.00,39.00,-507.00,-265.00
4030.00,-284.00,-1605.00,128.00,-489.00,-145.00
4017.00,-294.00,-1630.00,93.00,-417.00,0.00
4033.00,-338.00,-1598.00,141.00,-412.00,102.00
4048.00,-364.00,-1579.00,118.00,-479.00,78.00
4001.00,-398.00,-1610.00,135.00,-590.00,29.00
4004.00,-414.00,-1573.00,101.00,-670.00,-40.00
3979.00,-399.00,-1605.00,146.00,-792.00,-69.00
3975.00,-377.00,-1596.00,277.00,-885.00,-51.00
3978.00,-320.00,-1553.00,281.00,-1005.00,35.00
3985.00,-325.00,-1584.00,308.00,-1238.00,104.00
4024.00,-349.00,-1765.00,190.00,-1297.00,103.00
4035.00,-417.00,-1872.00,289.00,-1136.00,66.00
3947.00,-402.00,-1804.00,223.00,-1011.00,-62.00
3966.00,-338.00,-1743.00,211.00,-1041.00,-111.00
3926.00,-295.00,-1689.00,343.00,-1192.00,-27.00
3971.00,-285.00,-1733.00,154.00,-1222.00,36.00
3979.00,-265.00,-1858.00,226.00,-1199.00,133.00
3925.00,-295.00,-1880.00,258.00,-1102.00,210.00
3885.00,-313.00,-1824.00,204.00,-1061.00,244.00
3922.00,-301.00,-1783.00,75.00,-1109.00,303.00
3932.00,-270.00,-1786.00,0.00,-1191.00,352.00
3906.00,-300.00,-1820.00,-114.00,-1228.00,439.00
3871.00,-362.00,-1880.00,-74.00,-1222.00,495.00
3875.00,-525.00,-1955.00,-18.00,-1202.00,353.00
3882.00,-557.00,-1968.00,-38.00,-1151.00,9.00
3859.00,-599.00,-1922.00,-45.00,-1183.00,-353.00
3927.00,-534.00,-1857.00,195.00,-1249.00,-589.00
4014.00,-426.00,-1935.00,350.00,-1263.00,-650.00
4002.00,-312.00,-2092.00,467.00,-1073.00,-509.00
4005.00,-177.00,-2205.00,465.00,-704.00,-299.00
3915.00,-136.00,-2144.00,352.00,-392.00,-50.00
3915.00,-149.00,-1990.00,290.00,-304.00,188.00
3825.00,-273.00,-1810.00,184.00,-464.00,364.00
3746.00,-353.00,-1757.00,149.00,-786.00,362.00
3744.00,-444.00,-1628.00,-37.00,-1190.00,244.00
3706.00,-464.00,-1593.00,-77.00,-1700.00,87.00
3814.00,-484.00,-1607.00,-234.00,-2140.00,11.00
3919.00,-517.00,-1753.00,-139.00,-2461.00,-29.00
3956.00,-539.00,-1975.00,67.00,-2574.00,-70.00
3943.00,-576.00,-2168.00,391.00,-2353.00,-144.00
3961.00,-494.00,-2330.00,551.00,-1906.00,-274.00
3869.00,-392.00,-2207.00,673.00,-1602.00,-345.00
3800.00,-287.00,-2016.00,565.00,-1646.00,-312.00
3754.00,-254.00,-1938.00,525.00,-2002.00,-182.00
3666.00,-206.00,-1840.00,559.00,-2459.00,36.00
3695.00,-164.00,-1848.00,536.00,-3001.00,310.00
3752.00,-162.00,-1982.00,323.00,-3574.00,507.00
3715.00,-273.00,-2177.00,69.00,-3910.00,584.00
3653.00,-387.00,-2375.00,4.00,-3997.00,550.00
3659.00,-463.00,-2372.00,-87.00,-4020.00,356.00
3714.00,-567.00,-2371.00,-113.00,-4105.00,160.00
3808.00,-489.00,-2457.00,32.00,-4167.00,52.00
3831.00,-463.00,-2733.00,270.00,-4082.00,57.00
3740.00,-342.00,-2937.00,397.00,-3744.00,126.00
3666.00,-340.00,-3007.00,220.00,-3238.00,102.00
3643.00,-403.00,-2966.00,74.00,-2821.00,12.00
3596.00,-449.00,-2770.00,-66.00,-2684.00,-143.00
3483.00,-452.00,-2586.00,-124.00,-2789.00,-296.00
3443.00,-360.00,-2407.00,-401.00,-3155.00,-396.00
3420.00,-333.00,-2309.00,-602.00,-3660.00,-404.00
3442.00,-330.00,-2323.00,-770.00,-4150.00,-287.00
3481.00,-304.00,-2344.00,-790.00,-4583.00,-79.00
3535.00,-443.00,-2696.00,-682.00,-4802.00,24.00
3531.00,-566.00,-3017.00,-449.00,-4511.00,-69.00
3460.00,-577.00,-3139.00,-397.00,-3935.00,-348.00
3411.00,-529.00,-3033.00,-353.00,-3446.00,-613.00
3354.00,-386.00,-2922.00,-321.00,-3203.00,-747.00
3296.00,-238.00,-2790.00,-345.00,-3233.00,-658.00
3219.00,-235.00,-2719.00,-353.00,-3456.00,-493.00
3153.00,-299.00,-2752.00,-550.00,-3741.00,-453.00
3123.00,-417.00,-2733.00,-608.00,-4041.00,-592.00
3125.00,-406.00,-2735.00,-783.00,-4391.00,-751.00
3276.00,-398.00,-2736.00,-814.00,-4794.00,-835.00
3277.00,-425.00,-2912.00,-615.00,-5054.00,-870.00
3193.00,-337.00,-3196.00,-260.00,-4973.00,-823.00
3197.00,-222.00,-3269.00,-107.00,-4609.00,-681.00
3171.00,-272.00,-3360.00,-147.00,-4225.00,-576.00
3085.00,-313.00,-3384.00,-18.00,-3825.00,-543.00
3012.00,-371.00,-3257.00,-39.00,-3560.00,-643.00
2847.00,-374.00,-3125.00,77.00,-3654.00,-885.00
2791.00,-219.00,-2995.00,-57.00,-3983.00,-1052.00
2799.00,-132.00,-2977.00,-262.00,-4519.00,-1043.00
2820.00,-97.00,-3089.00,-608.00,-5103.00,-987.00
2807.00,-132.00,-3270.00,-903.00,-5625.00,-1055.00
2861.00,-138.00,-3496.00,-1311.00,-5934.00,-1151.00
2905.00,-226.00,-3703.00,-1547.00,-5834.00,-1227.00
2863.00,-203.00,-3871.00,-1566.00,-5511.00,-1246.00
2785.00,-140.00,-3929.00,-1289.00,-5015.00,-1172.00
2664.00,-39.00,-3880.00,-944.00,-4434.00,-903.00
2543.00,52.00,-3742.00,-717.00,-4161.00,-641.00
2479.00,31.00,-3717.00,-702.00,-4135.00,-477.00
2458.00,-27.00,-3655.00,-591.00,-4189.00,-355.00
2469.00,-121.00,-3663.00,-531.00,-4323.00,-378.00
2450.00,-216.00,-3787.00,-406.00,-4383.00,-584.00
2335.00,-154.00,-3878.00,-329.00,-4323.00,-840.00
2311.00,-53.00,-3832.00,-199.00,-4241.00,-948.00
2342.00,27.00,-3780.00,-361.00,-4266.00,-918.00
2272.00,17.00,-3725.00,-327.00,-4394.00,-832.00
2214.00,89.00,-3750.00,-334.00,-4512.00,-634.00
2201.00,78.00,-3790.00,-575.00,-4621.00,-425.00
2206.00,-17.00,-3871.00,-508.00,-4647.00,-314.00
2246.00,-107.00,-4005.00,-540.00,-4549.00,-388.00
2155.00,-176.00,-4126.00,-330.00,-4244.00,-546.00
2093.00,-137.00,-4058.00,20.00,-3910.00,-680.00
2017.00,-50.00,-3991.00,180.00,-3775.00,-748.00
1965.00,41.00,-3917.00,63.00,-3865.00,-794.00
1925.00,127.00,-3930.00,-115.00,-4022.00,-719.00
1876.00,108.00,-3951.00,-267.00,-4184.00,-587.00
1858.00,71.00,-3989.00,-275.00,-4264.00,-494.00
1826.00,12.00,-4051.00,-168.00,-4250.00,-426.00
1769.00,-15.00,-3991.00,-74.00,-4208.00,-334.00
1729.00,-111.00,-3953.00,191.00,-4262.00,-391.00
1713.00,-184.00,-4014.00,425.00,-4246.00,-519.00
1745.00,-96.00,-4066.00,529.00,-4206.00,-568.00
1777.00,-34.00,-4133.00,828.00,-4235.00,-554.00
1720.00,5.00,-4229.00,709.00,-4185.00,-519.00
1661.00,25.00,-4336.00,966.00,-4100.00,-478.00
1627.00,53.00,-4326.00,806.00,-3956.00,-405.00
1575.00,-2.00,-4312.00,693.00,-3811.00,-365.00
1543.00,-15.00,-4235.00,634.00,-3729.00,-378.00
1498.00,-67.00,-4249.00,513.00,-3742.00,-478.00
1478.00,-74.00,-4200.00,274.00,-3810.00,-607.00
1435.00,13.00,-4210.00,211.00,-3845.00,-620.00
1336.00,35.00,-4186.00,92.00,-3884.00,-599.00
1273.00,86.00,-4115.00,36.00,-3997.00,-520.00
1231.00,48.00,-4126.00,-79.00,-4207.00,-439.00
1278.00,-71.00,-4253.00,-78.00,-4269.00,-392.00
1344.00,-240.00,-4309.00,-112.00,-4221.00,-480.00
1315.00,-262.00,-4388.00,43.00,-4062.00,-643.00
1307.00,-218.00,-4508.00,326.00,-3872.00,-801.00
1249.00,-92.00,-4626.00,344.00,-3684.00,-882.00
1141.00,13.00,-4696.00,196.00,-3332.00,-821.00
1131.00,18.00,-4667.00,222.00,-2926.00,-688.00
1086.00,-58.00,-4582.00,470.00,-2626.00,-592.00
1078.00,-7.00,-4436.00,559.00,-2474.00,-497.00
949.00,-31.00,-4379.00,376.00,-2472.00,-431.00
941.00,-50.00,-4280.00,295.00,-2526.00,-318.00
921.00,-14.00,-4262.00,248.00,-2572.00,-216.00
858.00,-43.00,-4216.00,14.00,-2678.00,-78.00
847.00,-107.00,-4239.00,71.00,-2833.00,-13.00
834.00,-64.00,-4325.00,-47.00,-2911.00,-36.00
825.00,-65.00,-4410.00,-234.00,-2939.00,-74.00
775.00,-35.00,-4523.00,-317.00,-2862.00,-127.00
705.00,27.00,-4566.00,-391.00,-2690.00,-147.00
676.00,52.00,-4518.00,-546.00,-2580.00,-128.00
567.00,103.00,-4460.00,-687.00,-2608.00,-73.00
608.00,148.00,-4398.00,-837.00,-2644.00,20.00
625.00,90.00,-4388.00,-1005.00,-2738.00,131.00
629.00,41.00,-4386.00,-1131.00,-2811.00,162.00
650.00,-54.00,-4457.00,-1135.00,-2768.00,93.00
643.00,-121.00,-4533.00,-1109.00,-2557.00,-22.00
667.00,-112.00,-4513.00,-867.00,-2214.00,-86.00
671.00,-62.00,-4495.00,-704.00,-1810.00,-89.00
600.00,-37.00,-4534.00,-411.00,-1435.00,-57.00
527.00,6.00,-4511.00,-148.00,-1122.00,-42.00
543.00,75.00,-4482.00,20.00,-908.00,-31.00
